Name	taxID	speciesTaxID	assembly_level	seq_rel_date	asm_name	FileName	DownLoadDate	NumberTotalContigs	NumberKeptContigs	NumberRemovedContigs
Streptococcus agalactiae strain_S13	1311	1311	COMPLETE	2016/12/19	ASM190825v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_S13_ASM190825v1.fna.gz	2019-05-20T19:05:21.462954+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_GBS-M002	1311	1311	COMPLETE	2017/01/04	ASM193271v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_GBS-M002_ASM193271v1.fna.gz	2019-05-20T19:05:23.837485+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_Sag158	1311	1311	COMPLETE	2017/03/13	ASM202500v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_Sag158_ASM202500v1.fna.gz	2019-05-20T19:05:26.208458+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_Sag37	1311	1311	COMPLETE	2017/03/13	ASM202502v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_Sag37_ASM202502v1.fna.gz	2019-05-20T19:05:28.564580+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_FDAARGOS_254	1311	1311	COMPLETE	2018/03/02	ASM207369v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_FDAARGOS_254_ASM207369v2.fna.gz	2019-05-20T19:05:31.151393+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_CUGBS591	1311	1311	COMPLETE	2017/06/16	ASM219720v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_CUGBS591_ASM219720v1.fna.gz	2019-05-20T19:05:33.512839+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SG-M50	1311	1311	COMPLETE	2017/06/16	ASM219724v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SG-M50_ASM219724v1.fna.gz	2019-05-20T19:05:35.880784+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SG-M158	1311	1311	COMPLETE	2017/06/16	ASM219726v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SG-M158_ASM219726v1.fna.gz	2019-05-20T19:05:38.366834+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SG-M29	1311	1311	COMPLETE	2017/06/16	ASM219728v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SG-M29_ASM219728v1.fna.gz	2019-05-20T19:05:40.722036+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SG-M25	1311	1311	COMPLETE	2017/06/16	ASM219730v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SG-M25_ASM219730v1.fna.gz	2019-05-20T19:05:43.078368+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SG-M8	1311	1311	COMPLETE	2017/06/16	ASM219732v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SG-M8_ASM219732v1.fna.gz	2019-05-20T19:05:45.499668+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SG-M6	1311	1311	COMPLETE	2017/06/16	ASM219736v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SG-M6_ASM219736v1.fna.gz	2019-05-20T19:05:47.860131+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SG-M4	1311	1311	COMPLETE	2017/06/16	ASM219738v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SG-M4_ASM219738v1.fna.gz	2019-05-20T19:05:50.207047+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SG-M163	1311	1311	COMPLETE	2017/06/16	ASM219742v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SG-M163_ASM219742v1.fna.gz	2019-05-20T19:05:52.563387+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_C001	1311	1311	COMPLETE	2017/07/05	ASM221442v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_C001_ASM221442v1.fna.gz	2019-05-20T19:05:54.922199+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_874391	1311	1311	COMPLETE	2017/09/11	ASM228920v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_874391_ASM228920v1.fna.gz	2019-05-20T19:05:57.276214+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SGEHI2015-107	1311	1311	COMPLETE	2017/12/06	ASM281242v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SGEHI2015-107_ASM281242v1.fna.gz	2019-05-20T19:05:59.632700+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SGEHI2015-95	1311	1311	COMPLETE	2017/12/06	ASM281244v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SGEHI2015-95_ASM281244v1.fna.gz	2019-05-20T19:06:02.094902+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SGEHI2015-25	1311	1311	COMPLETE	2017/12/06	ASM281246v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SGEHI2015-25_ASM281246v1.fna.gz	2019-05-20T19:06:04.464306+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SGEHI2015-113	1311	1311	COMPLETE	2017/12/06	ASM281250v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SGEHI2015-113_ASM281250v1.fna.gz	2019-05-20T19:06:06.825368+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA1	1311	1311	COMPLETE	2018/01/16	ASM288121v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA1_ASM288121v1.fna.gz	2019-05-20T19:06:09.313980+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA53	1311	1311	COMPLETE	2018/01/16	ASM288123v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA53_ASM288123v1.fna.gz	2019-05-20T19:06:11.671715+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA5	1311	1311	COMPLETE	2018/01/16	ASM288125v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA5_ASM288125v1.fna.gz	2019-05-20T19:06:14.236349+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA9	1311	1311	COMPLETE	2018/01/16	ASM288127v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA9_ASM288127v1.fna.gz	2019-05-20T19:06:16.763388+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA16	1311	1311	COMPLETE	2018/01/16	ASM288129v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA16_ASM288129v1.fna.gz	2019-05-20T19:06:19.127177+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA79	1311	1311	COMPLETE	2018/01/16	ASM288131v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA79_ASM288131v1.fna.gz	2019-05-20T19:06:21.505804+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA81	1311	1311	COMPLETE	2018/01/16	ASM288133v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA81_ASM288133v1.fna.gz	2019-05-20T19:06:23.902999+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA95	1311	1311	COMPLETE	2018/01/16	ASM288137v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA95_ASM288137v1.fna.gz	2019-05-20T19:06:26.358008+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA209	1311	1311	COMPLETE	2018/01/16	ASM288149v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA209_ASM288149v1.fna.gz	2019-05-20T19:06:28.726696+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA218	1311	1311	COMPLETE	2018/01/16	ASM288151v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA218_ASM288151v1.fna.gz	2019-05-20T19:06:31.088272+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA220	1311	1311	COMPLETE	2018/01/16	ASM288153v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA220_ASM288153v1.fna.gz	2019-05-20T19:06:33.859685+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA245	1311	1311	COMPLETE	2018/01/16	ASM288155v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA245_ASM288155v1.fna.gz	2019-05-20T19:06:36.220226+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA256	1311	1311	COMPLETE	2018/01/16	ASM288157v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA256_ASM288157v1.fna.gz	2019-05-20T19:06:38.662738+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA289	1311	1311	COMPLETE	2018/01/16	ASM288159v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA289_ASM288159v1.fna.gz	2019-05-20T19:06:41.403912+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA343	1311	1311	COMPLETE	2018/01/16	ASM288161v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA343_ASM288161v1.fna.gz	2019-05-20T19:06:43.767785+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA627	1311	1311	COMPLETE	2018/01/16	ASM288177v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA627_ASM288177v1.fna.gz	2019-05-20T19:06:46.423188+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA75	1311	1311	COMPLETE	2018/01/16	ASM288186v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA75_ASM288186v1.fna.gz	2019-05-20T19:06:48.783201+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA132	1311	1311	COMPLETE	2018/01/16	ASM288203v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA132_ASM288203v1.fna.gz	2019-05-20T19:06:51.495697+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA201	1311	1311	COMPLETE	2018/01/16	ASM288220v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA201_ASM288220v1.fna.gz	2019-05-20T19:06:54.216506+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA212	1311	1311	COMPLETE	2018/01/16	ASM288227v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA212_ASM288227v1.fna.gz	2019-05-20T19:06:56.723767+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA333	1311	1311	COMPLETE	2018/01/16	ASM288246v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA333_ASM288246v1.fna.gz	2019-05-20T19:06:59.281568+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA346	1311	1311	COMPLETE	2018/01/16	ASM288264v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA346_ASM288264v1.fna.gz	2019-05-20T19:07:01.637037+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_SA623	1311	1311	COMPLETE	2018/01/16	ASM288283v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_SA623_ASM288283v1.fna.gz	2019-05-20T19:07:04.003155+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_B509	1311	1311	COMPLETE	2018/07/05	ASM328799v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_B509_ASM328799v1.fna.gz	2019-05-20T19:07:06.534116+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_B508	1311	1311	COMPLETE	2018/07/05	ASM328801v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_B508_ASM328801v1.fna.gz	2019-05-20T19:07:08.892005+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_B105	1311	1311	COMPLETE	2018/07/05	ASM328803v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_B105_ASM328803v1.fna.gz	2019-05-20T19:07:12.089733+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_B507	1311	1311	COMPLETE	2018/07/05	ASM328805v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_B507_ASM328805v1.fna.gz	2019-05-20T19:07:15.061039+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_B111	1311	1311	COMPLETE	2018/07/05	ASM328807v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_B111_ASM328807v1.fna.gz	2019-05-20T19:07:18.205188+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_S73	1311	1311	COMPLETE	2018/07/15	ASM331921v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_S73_ASM331921v1.fna.gz	2019-05-20T19:07:21.266913+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_Sag27	1311	1311	COMPLETE	2018/08/19	ASM340311v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_Sag27_ASM340311v1.fna.gz	2019-05-20T19:07:24.344894+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_FDAARGOS_512	1311	1311	COMPLETE	2018/11/21	ASM381280v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_FDAARGOS_512_ASM381280v1.fna.gz	2019-05-20T19:07:27.301080+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_TFJ0901	1311	1311	COMPLETE	2018/12/12	ASM393906v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_TFJ0901_ASM393906v1.fna.gz	2019-05-20T19:07:30.270903+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_HU-GS5823	1311	1311	COMPLETE	2018/09/22	ASM396654v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_HU-GS5823_ASM396654v1.fna.gz	2019-05-20T19:07:33.564353+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae 	1311	1311	COMPLETE	2016/09/30	SA111	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae _SA111.fna.gz	2019-05-20T19:07:36.650244+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae 	1311	1311	COMPLETE	2017/05/18	BM110	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae _BM110.fna.gz	2019-05-20T19:07:39.821038+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_NCTC11930	1311	1311	COMPLETE	2018/06/17	42042_A02	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_NCTC11930_42042_A02.fna.gz	2019-05-20T19:07:42.321057+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_NCTC8187	1311	1311	COMPLETE	2018/06/17	44087_E01	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_NCTC8187_44087_E01.fna.gz	2019-05-20T19:07:44.674237+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_NCTC8184	1311	1311	COMPLETE	2018/12/20	41594_B01	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_NCTC8184_41594_B01.fna.gz	2019-05-20T19:07:47.037197+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_NCTC13949	1311	1311	COMPLETE	2018/12/20	57635_F01	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_NCTC13949_57635_F01.fna.gz	2019-05-20T19:07:49.397062+02:00[Europe/Berlin]	0	0	0
Streptococcus agalactiae strain_NCTC13947	1311	1311	COMPLETE	2018/12/20	57752_C01	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus agalactiae strain_NCTC13947_57752_C01.fna.gz	2019-05-20T19:07:51.753627+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae TIGR4 strain_TIGR4; ATCC BAA-334	170187	1313	COMPLETE	2008/07/03	ASM688v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae TIGR4 strain_TIGR4; ATCC BAA-334_ASM688v1.fna.gz	2019-05-20T19:07:54.093618+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae R6 strain_R6	171101	1313	COMPLETE	2002/11/25	ASM704v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae R6 strain_R6_ASM704v1.fna.gz	2019-05-20T19:07:56.433616+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae D39 strain_D39	373153	1313	COMPLETE	2018/05/02	ASM1436v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae D39 strain_D39_ASM1436v2.fna.gz	2019-05-20T19:07:58.777723+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae 70585 strain_70585	488221	1313	COMPLETE	2009/03/27	ASM1896v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae 70585 strain_70585_ASM1896v1.fna.gz	2019-05-20T19:08:01.121681+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae JJA strain_JJA	488222	1313	COMPLETE	2009/03/27	ASM1898v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae JJA strain_JJA_ASM1898v1.fna.gz	2019-05-20T19:08:03.462724+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae P1031 strain_P1031	488223	1313	COMPLETE	2009/03/27	ASM1900v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae P1031 strain_P1031_ASM1900v1.fna.gz	2019-05-20T19:08:05.805942+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae Taiwan19F-14 strain_Taiwan19F-14	487213	1313	COMPLETE	2009/03/27	ASM1902v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae Taiwan19F-14 strain_Taiwan19F-14_ASM1902v1.fna.gz	2019-05-20T19:08:08.143925+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae Hungary19A-6 strain_Hungary19A-6	487214	1313	COMPLETE	2008/02/27	ASM1926v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae Hungary19A-6 strain_Hungary19A-6_ASM1926v1.fna.gz	2019-05-20T19:08:10.482066+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae G54 strain_G54	512566	1313	COMPLETE	2008/07/22	ASM1982v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae G54 strain_G54_ASM1982v1.fna.gz	2019-05-20T19:08:13.234922+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae CGSP14 strain_CGSP14	516950	1313	COMPLETE	2008/04/11	ASM1998v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae CGSP14 strain_CGSP14_ASM1998v1.fna.gz	2019-05-20T19:08:15.773825+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae ATCC 700669 strain_ATCC 700669	561276	1313	COMPLETE	2009/01/13	ASM2666v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae ATCC 700669 strain_ATCC 700669_ASM2666v1.fna.gz	2019-05-20T19:08:18.312317+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae AP200 strain_AP200	574093	1313	COMPLETE	2010/09/07	ASM14697v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae AP200 strain_AP200_ASM14697v1.fna.gz	2019-05-20T19:08:20.849391+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae 670-6B strain_670-6B	189423	1313	COMPLETE	2010/09/09	ASM14709v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae 670-6B strain_670-6B_ASM14709v1.fna.gz	2019-05-20T19:08:23.405059+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae SPNA45 strain_A45	869309	1313	COMPLETE	2012/09/11	ASM18051v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae SPNA45 strain_A45_ASM18051v2.fna.gz	2019-05-20T19:08:26.042925+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae TCH8431_19A strain_TCH8431_19A	525381	1313	COMPLETE	2010/06/14	ASM19659v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae TCH8431_19A strain_TCH8431_19A_ASM19659v1.fna.gz	2019-05-20T19:08:28.482826+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae INV200 strain_INV200	869216	1313	COMPLETE	2010/07/29	ASM21093v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae INV200 strain_INV200_ASM21093v1.fna.gz	2019-05-20T19:08:30.920826+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae OXC141 strain_OXC141	869215	1313	COMPLETE	2010/07/29	ASM21095v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae OXC141 strain_OXC141_ASM21095v1.fna.gz	2019-05-20T19:08:33.359893+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae INV104 strain_INV104	869269	1313	COMPLETE	2010/07/29	ASM21097v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae INV104 strain_INV104_ASM21097v1.fna.gz	2019-05-20T19:08:35.896640+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae SPN034156 strain_SNP034156	869303	1313	COMPLETE	2010/07/29	ASM21099v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae SPN034156 strain_SNP034156_ASM21099v1.fna.gz	2019-05-20T19:08:38.334013+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae SPN034183 strain_SNP034183	869304	1313	COMPLETE	2010/07/29	ASM21101v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae SPN034183 strain_SNP034183_ASM21101v1.fna.gz	2019-05-20T19:08:40.784379+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae SPN994038 strain_SNP994038	869306	1313	COMPLETE	2012/12/10	ASM21103v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae SPN994038 strain_SNP994038_ASM21103v2.fna.gz	2019-05-20T19:08:43.259973+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae SPN994039 strain_SNP994039	869307	1313	COMPLETE	2012/12/10	ASM21105v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae SPN994039 strain_SNP994039_ASM21105v2.fna.gz	2019-05-20T19:08:45.891011+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae SPN032672 strain_SPN032672	869311	1313	COMPLETE	2010/07/29	ASM21107v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae SPN032672 strain_SPN032672_ASM21107v1.fna.gz	2019-05-20T19:08:48.227549+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae SPN033038 strain_SPN033038	869312	1313	COMPLETE	2010/07/29	ASM21109v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae SPN033038 strain_SPN033038_ASM21109v1.fna.gz	2019-05-20T19:08:50.566635+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae ST556 strain_ST556	1130804	1313	COMPLETE	2015/08/03	ASM25108v2	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae ST556 strain_ST556_ASM25108v2.fna.gz	2019-05-20T19:08:53.006169+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae gamPNI0373 strain_gamPNI0373	697283	1313	COMPLETE	2012/09/21	ASM29901v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae gamPNI0373 strain_gamPNI0373_ASM29901v1.fna.gz	2019-05-20T19:08:55.381981+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae strain_NT_110_58	1313	1313	COMPLETE	2015/01/09	ASM81700v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae strain_NT_110_58_ASM81700v1.fna.gz	2019-05-20T19:08:57.745883+02:00[Europe/Berlin]	0	0	0
Streptococcus pneumoniae strain_A66	1313	1313	COMPLETE	2015/05/20	S_pneumo_A66_v1	/projects1/users/huebler/database_analysis_pipeline/test_bacteria_download2/bacteria/Streptococcus pneumoniae strain_A66_S_pneumo_A66_v1.fna.gz	2019-05-20T19:09:00.102237+02:00[Europe/Berlin]	0	0	0
